left,left_label,right,right_label,weight
http://sweetontology.net/matrElement#Th,,CHEBI:33385,thorium,
http://sweetontology.net/matrElement#Th,,CHEBI:73663,Thr-His,
http://sweetontology.net/matrElement#Thorium,,CHEBI:33385,thorium,
http://sweetontology.net/matrElement#TransitionMetal,,CHEBI:27081,transition element atom,
http://sweetontology.net/matrElement#U,,CHEBI:16704,uridine,
http://sweetontology.net/matrElement#U,,CHEBI:17568,uracil,
http://sweetontology.net/matrElement#U,,CHEBI:27214,uranium atom,
http://sweetontology.net/matrElement#U,,CHEBI:30000,L-selenocysteine residue,
http://sweetontology.net/matrElement#U,,CHEBI:32991,uranium(5+),
http://sweetontology.net/matrElement#U,,CHEBI:32992,uranium(6+),
http://sweetontology.net/matrElement#U,,CHEBI:32993,uranium(2+),
http://sweetontology.net/matrElement#U,,CHEBI:32994,uranium(3+),
http://sweetontology.net/matrElement#U,,CHEBI:32995,uranium(4+),
http://sweetontology.net/matrElement#U,,CHEBI:33500,uranium cation,
http://sweetontology.net/matrElement#U,,CHEBI:36366,up quark,
http://sweetontology.net/matrElement#U,,CHEBI:49936,uranium(0),
http://sweetontology.net/matrElement#U,,CHEBI:50558,monoatomic uranium,
http://sweetontology.net/matrElement#U,,TO:0000121,ufra damage,
http://sweetontology.net/matrElement#U,,UO:0000038,microampere,
http://sweetontology.net/matrElement#U,,UO:0000181,enzyme unit,
http://sweetontology.net/matrElement#U,,UO:0000221,dalton,
http://sweetontology.net/matrElement#Uranium,,CHEBI:27214,uranium atom,
http://sweetontology.net/matrElement#Uranium,,CHEBI:49936,uranium(0),
http://sweetontology.net/matrElement#Zinc,,CHEBI:27363,zinc atom,
http://sweetontology.net/matrElement#Zinc,,CHEBI:30185,zinc(0),
http://sweetontology.net/matrElementalMolecule#Br2,,CHEBI:29224,dibromine,
http://sweetontology.net/matrElementalMolecule#Br2,,CHEBI:30074,dibromine(.1+),
http://sweetontology.net/matrElementalMolecule#Br2,,CHEBI:30075,dibromide(.1-),
http://sweetontology.net/matrElementalMolecule#Br2,,CHEBI:36889,diatomic bromine,
http://sweetontology.net/matrElementalMolecule#Br2,,CHEBI:51870,boryl group,
http://sweetontology.net/matrElementalMolecule#C10,,CHEBI:87148,(Z)-13-methyltetradec-2-enoic acid,
http://sweetontology.net/matrElementalMolecule#C12,,CHEBI:63933,Aroclor 1254,
http://sweetontology.net/matrElementalMolecule#C12,,CHEBI:87146,(Z)-14-methylpentadec-2-enoic acid,
http://sweetontology.net/matrElementalMolecule#C2,,CHEBI:30081,dicarbide(2-),
http://sweetontology.net/matrElementalMolecule#C2,,CHEBI:30082,dicarbide(1.-),
http://sweetontology.net/matrElementalMolecule#C2,,CHEBI:30083,dicarbon,
http://sweetontology.net/matrElementalMolecule#C2,,CHEBI:30084,dicarbon(1+),
http://sweetontology.net/matrElementalMolecule#C2,,CHEBI:33420,diatomic carbon,
http://sweetontology.net/matrElementalMolecule#C3,,CHEBI:52881,cyclopropane ring,
http://sweetontology.net/matrElementalMolecule#C3,,CHEBI:73403,allene core,
http://sweetontology.net/matrElementalMolecule#C6,,CHEBI:52847,cyclohexane ring,
http://sweetontology.net/matrElementalMolecule#C6,,CHEBI:52879,benzene ring,
http://sweetontology.net/matrElementalMolecule#Cl2,,CHEBI:29310,dichlorine,
http://sweetontology.net/matrElementalMolecule#Cl2,,CHEBI:29413,dichloride(.1-),
http://sweetontology.net/matrElementalMolecule#Cl2,,CHEBI:29419,dichlorine(.1+),
http://sweetontology.net/matrElementalMolecule#Cl2,,CHEBI:33435,diatomic chlorine,
http://sweetontology.net/matrElementalMolecule#F2,,CHEBI:30236,difluorine,
http://sweetontology.net/matrElementalMolecule#F2,,CHEBI:30237,difluorine(.1+),
http://sweetontology.net/matrElementalMolecule#F2,,CHEBI:30238,difluoride(.1-),
http://sweetontology.net/matrElementalMolecule#F2,,CHEBI:36890,diatomic fluorine,
http://sweetontology.net/matrElementalMolecule#H2,,CHEBI:18276,dihydrogen,
http://sweetontology.net/matrElementalMolecule#H2,,CHEBI:29293,dihydrogen(.1+),
http://sweetontology.net/matrElementalMolecule#H2,,CHEBI:29297,diprotium(.1+),
http://sweetontology.net/matrElementalMolecule#H2,,CHEBI:29299,diprotium,
http://sweetontology.net/matrElementalMolecule#H3,,CHEBI:30479,trihydrogen(1+),
http://sweetontology.net/matrElementalMolecule#Hx,,CHEBI:16042,halide anion,
http://sweetontology.net/matrElementalMolecule#Hx,,CHEBI:18140,hydrogen halide,
http://sweetontology.net/matrElementalMolecule#Hx,,CHEBI:24593,hexyl group,
http://sweetontology.net/matrElementalMolecule#MolecularOxygen,,CHEBI:15379,dioxygen,
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:17997,dinitrogen,
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:29275,dinitrogen(2+),
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:29276,dinitrogen(.1+),
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:29277,dinitride(2-),
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:29278,dinitride(4-),
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:30105,diazo group,
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:30106,azo group,
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:30107,hydrazinediylidene group,
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:30108,diazyn-1-ium-1-yl group,
http://sweetontology.net/matrElementalMolecule#N2,,CHEBI:33266,diatomic nitrogen,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:15379,dioxygen,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:18421,superoxide,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:26689,singlet dioxygen,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:27140,triplet dioxygen,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:29369,peroxy group,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:29371,dioxygen(2+),
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:29372,dioxygen(.1+),
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:33263,diatomic oxygen,
http://sweetontology.net/matrElementalMolecule#O2,,CHEBI:44785,peroxide,
http://sweetontology.net/matrElementalMolecule#O3,,CHEBI:25812,ozone,
http://sweetontology.net/matrElementalMolecule#O3,,CHEBI:29382,ozonide,
http://sweetontology.net/matrElementalMolecule#O3,,CHEBI:30493,trioxidanediyl group,
http://sweetontology.net/matrElementalMolecule#O3,,CHEBI:33265,triatomic oxygen,
http://sweetontology.net/matrElementalMolecule#Ox,,CHEBI:30623,oxalate(2-),
http://sweetontology.net/matrElementalMolecule#Ozone,,CHEBI:25812,ozone,
http://sweetontology.net/matrEnergy#Biomass,,ENVO:01000155,organic material,
http://sweetontology.net/matrEnergy#Ethanol,,CHEBI:16236,ethanol,
http://sweetontology.net/matrEnergy#Fuel,,CHEBI:33292,fuel,
http://sweetontology.net/matrEnergy#GeothermalPowerPlant,,ENVO:00002215,geothermal power plant,
http://sweetontology.net/matrEnergy#PowerPlant,,ENVO:00002214,power plant,
http://sweetontology.net/matrEnergy#Refrigerator,,ENVO:01000583,refrigerator,
http://sweetontology.net/matrEquipment#Borehole,,ENVO:00002226,borehole,
http://sweetontology.net/matrEquipment#Car,,ENVO:01000605,car,
http://sweetontology.net/matrEquipment#Car,,GO:0005826,actomyosin contractile ring,-50
http://sweetontology.net/matrEquipment#Infrastructure,,ENVO:01000779,public infrastructure,
http://sweetontology.net/matrEquipment#MobilePhone,,ENVO:01000581,mobile phone,
http://sweetontology.net/matrEquipment#Phone,,ENVO:01000580,telephone,
http://sweetontology.net/matrEquipment#Radio,,CHEBI:33325,radium atom,-50
http://sweetontology.net/matrEquipment#Radio,,ENVO:01000577,radio device,
http://sweetontology.net/matrEquipment#Sink,,ENVO:00000195,sinkhole,
http://sweetontology.net/matrEquipment#Sink,,ENVO:01000990,sink fixture,
http://sweetontology.net/matrEquipment#Truck,,ENVO:01000602,truck,
http://sweetontology.net/matrEquipment#Vehicle,,ENVO:01000604,vehicle,
http://sweetontology.net/matrEquipment#Well,,ENVO:00000026,well,
http://sweetontology.net/matrFacility#Base,,CHEBI:18282,nucleobase,-50
http://sweetontology.net/matrFacility#Base,,CHEBI:22695,base,-50
http://sweetontology.net/matrFacility#Building,,ENVO:00000073,building,
http://sweetontology.net/matrFacility#Dome,,ENVO:00000477,mount,
http://sweetontology.net/matrFacility#Farm,,ENVO:00000078,farm,
http://sweetontology.net/matrFacility#Fishery,,ENVO:00000294,fish farm,
http://sweetontology.net/matrFacility#Habitat,,ENVO:01000739,habitat,
http://sweetontology.net/matrFacility#Mine,,ENVO:00000076,mine,
http://sweetontology.net/matrFacility#Plantation,,ENVO:00000117,plantation,
http://sweetontology.net/matrFacility#Platform,,ENVO:00000104,undersea feature,
http://sweetontology.net/matrFacility#Structure,,FIX:0000482,structure,
http://sweetontology.net/matrFacility#Structure,,PATO:0000141,structure,-50
http://sweetontology.net/matrIndustrial#Cement,,ENVO:01000462,masonry cement,
http://sweetontology.net/matrInstrument#Device,,OBI:0000968,device,
http://sweetontology.net/matrInstrument#Microscope,,OBI:0400169,microscope,
http://sweetontology.net/matrIon#Ammonium,,CHEBI:28938,ammonium,
http://sweetontology.net/matrIon#Anion,,CHEBI:22563,anion,
http://sweetontology.net/matrIon#Carbonate,,CHEBI:41609,carbonate,
http://sweetontology.net/matrIon#Cation,,CHEBI:36916,cation,
http://sweetontology.net/matrIon#Ion,,CHEBI:24870,ion,
http://sweetontology.net/matrIon#Nitrate,,CHEBI:17632,nitrate,
http://sweetontology.net/matrIon#Nitrite,,CHEBI:16301,nitrite,
http://sweetontology.net/matrIsotope#C12,,CHEBI:63933,Aroclor 1254,
http://sweetontology.net/matrIsotope#C12,,CHEBI:87146,(Z)-14-methylpentadec-2-enoic acid,
http://sweetontology.net/matrIsotope#C14,,CHEBI:28875,tetradecanoic acid,
http://sweetontology.net/matrIsotope#D,,CHEBI:17053,L-aspartic acid,
http://sweetontology.net/matrIsotope#D,,CHEBI:22660,aspartic acid,
http://sweetontology.net/matrIsotope#D,,CHEBI:23774,dihydrouridine,
http://sweetontology.net/matrIsotope#D,,CHEBI:29233,deuteron,
http://sweetontology.net/matrIsotope#D,,CHEBI:29237,deuterium atom,
http://sweetontology.net/matrIsotope#D,,CHEBI:29301,deuteride,
http://sweetontology.net/matrIsotope#D,,CHEBI:29303,deuterium(.),
http://sweetontology.net/matrIsotope#D,,CHEBI:29958,L-aspartic acid residue,
http://sweetontology.net/matrIsotope#D,,CHEBI:36367,down quark,
http://sweetontology.net/matrIsotope#D,,UO:0000296,deci,
http://sweetontology.net/matrIsotope#Deuterium,,CHEBI:29237,deuterium atom,
http://sweetontology.net/matrIsotope#Deuterium,,CHEBI:29294,dideuterium,
http://sweetontology.net/matrIsotope#H2,,CHEBI:18276,dihydrogen,
http://sweetontology.net/matrIsotope#H2,,CHEBI:29293,dihydrogen(.1+),
http://sweetontology.net/matrIsotope#H2,,CHEBI:29297,diprotium(.1+),
http://sweetontology.net/matrIsotope#H2,,CHEBI:29299,diprotium,
http://sweetontology.net/matrIsotope#H3,,CHEBI:30479,trihydrogen(1+),
http://sweetontology.net/matrIsotope#Radiation,,ENVO:01001023,radiation,
http://sweetontology.net/matrIsotope#T,,CHEBI:16857,L-threonine,
http://sweetontology.net/matrIsotope#T,,CHEBI:17748,thymidine,
http://sweetontology.net/matrIsotope#T,,CHEBI:17821,thymine,
http://sweetontology.net/matrIsotope#T,,CHEBI:29234,triton,
http://sweetontology.net/matrIsotope#T,,CHEBI:29238,tritium atom,
http://sweetontology.net/matrIsotope#T,,CHEBI:29302,tritide,
http://sweetontology.net/matrIsotope#T,,CHEBI:29304,tritium(.),
http://sweetontology.net/matrIsotope#T,,CHEBI:30013,L-threonine residue,
http://sweetontology.net/matrIsotope#T,,CHEBI:36371,top quark,
http://sweetontology.net/matrIsotope#T,,CHEBI:45996,ribothymidine,
http://sweetontology.net/matrIsotope#T,,UO:0000228,tesla,
http://sweetontology.net/matrIsotope#T,,UO:0000291,tera,
http://sweetontology.net/matrIsotope#Tritium,,CHEBI:29238,tritium atom,
http://sweetontology.net/matrIsotope#Tritium,,CHEBI:29298,ditritium,
http://sweetontology.net/matrMicrobiota#Mold,,CHEBI:59963,methylglyoxal-lysine dimer,-50
http://sweetontology.net/matrMineral#Calcite,,CHEBI:46719,calcite,
http://sweetontology.net/matrMineral#Feldspar,,CHEBI:48733,feldspar,
http://sweetontology.net/matrMineral#Glass,,CHEBI:131189,glass,
http://sweetontology.net/matrMineral#Glass,,ENVO:01000480,glass,
http://sweetontology.net/matrMineral#Glass,,ENVO:01000481,silica-based glass,
http://sweetontology.net/matrMineral#Glass,,ENVO:01000482,soda-lime glass,
http://sweetontology.net/matrMineral#Hematite,,CHEBI:50818,hematite,
http://sweetontology.net/matrMineral#Magnetite,,CHEBI:46726,magnetite,
http://sweetontology.net/matrMineral#Mineral,,CHEBI:46662,mineral,
http://sweetontology.net/matrMineral#Quartz,,CHEBI:46727,quartz,
http://sweetontology.net/matrNaturalResource#Coal,,ENVO:02000091,coal,
http://sweetontology.net/matrNaturalResource#CrudeOil,,ENVO:00002984,petroleum,
http://sweetontology.net/matrNaturalResource#FossilFuel,,CHEBI:35230,fossil fuel,
http://sweetontology.net/matrNaturalResource#NaturalGas,,ENVO:01000552,natural gas,
http://sweetontology.net/matrNaturalResource#Oil,,ENVO:00002985,oil,
http://sweetontology.net/matrNaturalResource#OilShale,,CHEBI:80506,Shale oils,
http://sweetontology.net/matrNaturalResource#OilShale,,ENVO:02000119,oil shale,
http://sweetontology.net/matrNaturalResource#Ore,,ENVO:02000094,ore,
http://sweetontology.net/matrNaturalResource#Petroleum,,ENVO:00002984,petroleum,
http://sweetontology.net/matrOrganicCompound#Acenaphthene,,CHEBI:22154,acenaphthene,
http://sweetontology.net/matrOrganicCompound#Acenaphthylene,,CHEBI:33081,acenaphthylene,
http://sweetontology.net/matrOrganicCompound#Acetonitrile,,CHEBI:38472,acetonitrile,
http://sweetontology.net/matrOrganicCompound#Acrolein,,CHEBI:15368,acrolein,
http://sweetontology.net/matrOrganicCompound#Acrylonitrile,,CHEBI:28217,acrylonitrile,
http://sweetontology.net/matrOrganicCompound#Aldrin,,CHEBI:2564,aldrin,
http://sweetontology.net/matrOrganicCompound#Alkane,,CHEBI:18310,alkane,
http://sweetontology.net/matrOrganicCompound#Alkene,,CHEBI:32878,alkene,
http://sweetontology.net/matrOrganicCompound#Benzene,,CHEBI:16716,benzene,
http://sweetontology.net/matrOrganicCompound#Benzol,,CHEBI:16716,benzene,
http://sweetontology.net/matrOrganicCompound#Butane,,CHEBI:37808,butane,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:10334,alpha-terpinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:10436,beta-ocimene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:10577,gamma-terpinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:129,(-)-beta-phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:138047,beta-thujene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:15382,(4R)-limonene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:15383,(4S)-limonene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:15384,limonene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:17187,pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:17221,beta-myrcene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:20,(+)-camphene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:28261,(+)-alpha-pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:28359,(-)-beta-pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:28660,(-)-alpha-pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:301,(-)-alpha-phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:32904,twistane,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:3381,(-)-car-3-ene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:35661,car-3-ene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:367,(+)-alpha-phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:36740,alpha-pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:36822,"1,1'-bi(cyclopentylidene)",
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:37817,cyclodecyne,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:3830,camphene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:40519,adamantane,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:48741,beta-phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50025,beta-pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50026,(+)-beta-pinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50027,sabinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50028,(-)-sabinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50029,(+)-sabinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50030,thujene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50031,alpha-thujene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50032,(+)-alpha-thujene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50033,(-)-alpha-thujene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50034,phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50035,alpha-phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:50073,p-menthadiene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:53,(+)-beta-phellandrene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:59159,beta-terpinene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:64266,tricyclene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:64280,(E)-beta-ocimene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:7,(+)-car-3-ene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:87574,(Z)-beta-ocimene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:87676,(-)-car-4-ene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:88840,Isoterpinolene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:89,(-)-camphene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:89044,"(-)-7,7-Dimethyl-2-methylenebicyclo[2.2.1]heptane",
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:89934,(+)-4-Carene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:90014,Isolimonene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:90015,"3-Methylene-1,5,5-trimethylcyclohexene",
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:90016,"2,7,7-Trimethyl-bicyclo[2.2.1]hept-2-ene",
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:90018,Santolina triene,
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:90064,"2,6-Dimethyl-2,4,6-octatriene",
http://sweetontology.net/matrOrganicCompound#C10H16,,CHEBI:9457,terpinolene,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:17097,biphenyl,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:22154,acenaphthene,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:33077,heptalene,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:51325,2-vinylnaphthalene,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:51326,vinylnaphthalene,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:51327,1-vinylnaphthalene,
http://sweetontology.net/matrOrganicCompound#C12H10,,CHEBI:80802,Capillene,
http://sweetontology.net/matrOrganicCompound#C12H8,,CHEBI:33057,s-indacene,
http://sweetontology.net/matrOrganicCompound#C12H8,,CHEBI:33062,as-indacene,
http://sweetontology.net/matrOrganicCompound#C12H8,,CHEBI:33079,biphenylene,
http://sweetontology.net/matrOrganicCompound#C12H8,,CHEBI:33081,acenaphthylene,
http://sweetontology.net/matrOrganicCompound#C12H8,,CHEBI:51118,indacene,
http://sweetontology.net/matrOrganicCompound#C2H4,,CHEBI:18153,ethene,
http://sweetontology.net/matrOrganicCompound#C2H4,,CHEBI:29362,ethylene group,
http://sweetontology.net/matrOrganicCompound#C2H4,,CHEBI:29853,ethylidene group,
http://sweetontology.net/matrOrganicCompound#C2H6,,CHEBI:42266,ethane,
http://sweetontology.net/matrOrganicCompound#C2H6O,,CHEBI:16236,ethanol,
http://sweetontology.net/matrOrganicCompound#C2H6O,,CHEBI:28887,dimethyl ether,
http://sweetontology.net/matrOrganicCompound#C2H6S,,CHEBI:17437,dimethyl sulfide,
http://sweetontology.net/matrOrganicCompound#C3H4O,,CHEBI:15368,acrolein,
http://sweetontology.net/matrOrganicCompound#C3H4O,,CHEBI:28905,prop-2-yn-1-ol,
http://sweetontology.net/matrOrganicCompound#C3H4O,,CHEBI:48057,2-oxopropylidene group,
http://sweetontology.net/matrOrganicCompound#C3H4O,,CHEBI:51195,oxetene,
http://sweetontology.net/matrOrganicCompound#C3H6,,CHEBI:16052,propene,
http://sweetontology.net/matrOrganicCompound#C3H6,,CHEBI:29858,isopropylidene group,
http://sweetontology.net/matrOrganicCompound#C3H6,,CHEBI:30365,cyclopropane,
http://sweetontology.net/matrOrganicCompound#C3H6,,CHEBI:45887,trimethylene group,
http://sweetontology.net/matrOrganicCompound#C3H6,,CHEBI:65236,propylidene group,
http://sweetontology.net/matrOrganicCompound#C3H8,,CHEBI:32879,propane,
http://sweetontology.net/matrOrganicCompound#C4H10,,CHEBI:30363,isobutane,
http://sweetontology.net/matrOrganicCompound#C4H10,,CHEBI:37808,butane,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:132750,2-methylbutan-2-ol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:15837,isoamylol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:27642,methyl tert-butyl ether,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:44884,pentan-1-ol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:48945,2-methylbutan-1-ol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:50624,(R)-2-methylbutan-1-ol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:50625,(S)-2-methylbutan-1-ol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:77517,3-methyl-2-butanol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:77518,2-pentanol,
http://sweetontology.net/matrOrganicCompound#C5H12O,,CHEBI:77519,3-pentanol,
http://sweetontology.net/matrOrganicCompound#C5H8,,CHEBI:35194,isoprene,
http://sweetontology.net/matrOrganicCompound#C5H8,,CHEBI:49155,cyclopentene,
http://sweetontology.net/matrOrganicCompound#C5H8,,CHEBI:49287,housane,
http://sweetontology.net/matrOrganicCompound#C5H8,,CHEBI:49288,cis-housane,
http://sweetontology.net/matrOrganicCompound#C5H8,,CHEBI:74165,"(E)-1,3-pentadiene",
http://sweetontology.net/matrOrganicCompound#C5H8,,CHEBI:87379,3-methyl-1-butyne,
http://sweetontology.net/matrOrganicCompound#C6H6,,CHEBI:16716,benzene,
http://sweetontology.net/matrOrganicCompound#C6H6,,CHEBI:37821,"hexa-1,5-diyne",
http://sweetontology.net/matrOrganicCompound#C6H6,,CHEBI:51999,fulvene,
http://sweetontology.net/matrOrganicCompound#C7H8,,CHEBI:17578,toluene,
http://sweetontology.net/matrOrganicCompound#C7H8,,CHEBI:37519,"cyclohepta-1,3,5-triene",
http://sweetontology.net/matrOrganicCompound#C7H8,,CHEBI:38694,"bicyclo[3.2.0]hepta-2,6-diene",
http://sweetontology.net/matrOrganicCompound#C7H8,,CHEBI:51732,cycloheptatriene,
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:16101,ethylbenzene,
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:27338,xylene,
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:27417,p-xylene,
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:28063,o-xylene,
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:28488,m-xylene,
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:37891,"cycloocta-1,3,5-triene",
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:37892,"cycloocta-1,3,6-triene",
http://sweetontology.net/matrOrganicCompound#C8H10,,CHEBI:51733,cyclooctatriene,
http://sweetontology.net/matrOrganicCompound#CCl4,,CHEBI:27385,tetrachloromethane,
http://sweetontology.net/matrOrganicCompound#CF4,,CHEBI:38825,tetrafluoromethane,
http://sweetontology.net/matrOrganicCompound#CFC,,CHEBI:134024,chlorofluorocarbon,
http://sweetontology.net/matrOrganicCompound#CH2O,,CHEBI:16842,formaldehyde,
http://sweetontology.net/matrOrganicCompound#CH2O,,CHEBI:79073,CHOH group,
http://sweetontology.net/matrOrganicCompound#CH2O2,,CHEBI:30751,formic acid,
http://sweetontology.net/matrOrganicCompound#CH4,,CHEBI:16183,methane,
http://sweetontology.net/matrOrganicCompound#CH4,,CHEBI:29439,methaniumyl,
http://sweetontology.net/matrOrganicCompound#CH4,,CHEBI:29440,methanuidyl,
http://sweetontology.net/matrOrganicCompound#CaCO3,,CHEBI:3311,calcium carbonate,
http://sweetontology.net/matrOrganicCompound#CalciumCarbonate,,CHEBI:3311,calcium carbonate,
http://sweetontology.net/matrOrganicCompound#Carbohydrate,,CHEBI:16646,carbohydrate,
http://sweetontology.net/matrOrganicCompound#CarbonTetrafluoride,,CHEBI:38825,tetrafluoromethane,
http://sweetontology.net/matrOrganicCompound#Carbonyl,,CHEBI:23019,carbonyl group,
http://sweetontology.net/matrOrganicCompound#CarbonylSulfide,,CHEBI:16573,carbonyl sulfide,
http://sweetontology.net/matrOrganicCompound#Chlorofluorocarbon,,CHEBI:134024,chlorofluorocarbon,
http://sweetontology.net/matrOrganicCompound#Chlorophyll,,CHEBI:18230,chlorophyll a,
http://sweetontology.net/matrOrganicCompound#Chlorophyll,,CHEBI:28966,chlorophyll,
http://sweetontology.net/matrOrganicCompound#ChlorophyllA,,CHEBI:18230,chlorophyll a,
http://sweetontology.net/matrOrganicCompound#ChlorophyllA,,CHEBI:28966,chlorophyll,
http://sweetontology.net/matrOrganicCompound#ChlorophyllA,,CHEBI:58416,chlorophyll a(1-),
http://sweetontology.net/matrOrganicCompound#DMS,,CHEBI:17437,dimethyl sulfide,
http://sweetontology.net/matrOrganicCompound#DMS,,CHEBI:59050,dimethyl sulfate,
http://sweetontology.net/matrOrganicCompound#DimethylSulfide,,CHEBI:17437,dimethyl sulfide,
http://sweetontology.net/matrOrganicCompound#Ethane,,CHEBI:42266,ethane,
http://sweetontology.net/matrOrganicCompound#Ethane,,CHEBI:6015,isoflurane,
http://sweetontology.net/matrOrganicCompound#EthanoicAcid,,CHEBI:15366,acetic acid,
